marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_date,review_concat_clean,sentiment_label,sentiment_tag,sentiment_score,tags,month,year
US,43054112,R2JDOCETTM3AXS,B002HRFLBC,93574483,"4D Concepts Audio Entertainment Stand, Cherry",Furniture,5,0,0,N,Y,Five Stars,2015-08-20,stars great product,"['POSITIVE', 0.9998726844787598]",POSITIVE,0.9998726844787598,"['product', 'stars', 'great']",8,2015
US,26622950,R33YMW36IDZ6LE,B006MISZOC,941823468,"Zinus SC-SBBK-14NT-FR Smartbase Bed Frame Metal, Narrow Twin",Furniture,5,0,0,N,Y,perfect,2015-08-25,perfect bought sleep contour foam arrived ontime kid trouble assembling shipped campus apt says comfortable bed s owned,"['POSITIVE', 0.9945284724235535]",POSITIVE,0.9945284724235536,"['foam', 'bed', 'comfortable']",8,2015
US,17988940,R30ZGGUHZ04C1S,B008BMGABC,460567746,"Poundex Marble Dining Table, 4 Counter Height Chairs",Furniture,5,1,1,N,Y,Very satisfied!!!,2015-09-03,satisfied delivery time satisfied product table sturdy exceeds expectations,"['POSITIVE', 0.9997852444648743]",POSITIVE,0.9997852444648744,"['table', 'satisfied', 'delivery']",8,2015
US,18444952,RS2EZU76IK2BT,B00CO2VH5Y,829613894,"Safavieh Lyndhurst Collection LNH312B Traditional Oriental Light Blue and Ivory Area Rug (5'3"" x 7'6"")",Furniture,5,0,0,N,Y,soft and great for in front of a sofa,2015-08-17,soft great sofa exactly pictured plush soft great sofa,"['POSITIVE', 0.9986650943756104]",POSITIVE,0.9986650943756104,"['soft', 'plush', 'sofa']",8,2015
US,16937084,R1GJC1BP028XO9,B00LI4RJQ0,816478187,Sauder Boone Mountain Coffee Table,Furniture,5,2,3,N,Y,Great table.,2015-08-01,great table beautiful table s good quality heavy took hours instructions best clearest item ve build worried looked like crack table looked closer s good laminate really looks real purchase,"['POSITIVE', 0.9996680021286011]",POSITIVE,0.9996680021286012,"['table', 'laminate', 'quality']",8,2015
US,23665632,R2VKJPGXXEK5GP,B0046EC1D0,358594389,Winsome Wood Breakfast Bed Tray with Handle Foldable Legs,Furniture,1,0,0,N,Y,Not what I expected in a bed tray or lap tray,2015-08-10,expected bed tray lap tray cleaned mess using tray legs collapsed larger bulkier wantedbr looking big tray lot support,"['NEGATIVE', 0.9992190599441528]",NEGATIVE,0.9992190599441528,"['tray', 'bed', 'collapsed']",8,2015
US,4110125,R17KS83G3KLT97,B00DQQPL36,312571325,HODEDAH IMPORT Metal Bed,Furniture,3,0,0,N,Y,Three Stars,2015-08-26,stars came damaged ok bed price,"['NEGATIVE', 0.9922472238540649]",NEGATIVE,0.9922472238540648,"['bed', 'stars', 'damaged']",8,2015
US,107621,R3PQL8SR4NEHWL,B003X7RWB2,402665054,Flash Furniture Hercules Series 800-Pound Premium Plastic Folding Chair,Furniture,4,0,0,N,Y,Four Stars,2015-08-06,stars good deal nice chair study low price,"['POSITIVE', 0.9992952346801758]",POSITIVE,0.9992952346801758,"['chair', 'price', 'stars']",8,2015
US,2415090,R2F5WW7WNO5RRG,B001TJYPJ8,854989315,Sleep Revolution Better Than a Box Spring - Queen,Furniture,5,0,0,N,Y,Five Stars,2015-08-27,stars comfortable easy fix,"['POSITIVE', 0.9998304843902588]",POSITIVE,0.9998304843902588,"['comfortable', 'stars', 'easy']",8,2015
US,48285966,R3UDJKVWQCFIC9,B000TMHX9A,814079288,Flash Furniture Vibrant Apple Green Tractor Seat and Chrome Stool,Furniture,5,0,0,N,Y,Very comfortable. Great color,2015-08-13,comfortable great color advertised comfortable great color prompt delivery,"['POSITIVE', 0.9998708963394165]",POSITIVE,0.9998708963394164,"['comfortable', 'color', 'delivery']",8,2015
US,33228559,R1MLGVJH3J5W6N,B005MZBB2O,523675277,Amelia Floral Muti Contemporary Rug,Furniture,5,0,0,N,Y,Wonderful rug,2015-08-21,wonderful rug nice rug reasonable price exceeded expectations,"['POSITIVE', 0.9998289346694946]",POSITIVE,0.9998289346694946,"['rug', 'price', 'expectations']",8,2015
US,11600823,R38JYICG7ESAZP,B00JITHL9C,403803724,"Classic Brands Low Profile Foundation Box Spring, 4-Inch",Furniture,5,3,3,N,Y,Good USA made product.,2015-08-08,good usa product product described delivered time overall sturdy box difficult bought mom tall foam mattress low profile box problems bed good quality materials price nt bad recommend purchase needed,"['POSITIVE', 0.9980766773223877]",POSITIVE,0.9980766773223876,"['mattress', 'quality', 'sturdy']",8,2015
US,20252477,R3SMFDAWU2V153,B003HEPHUE,735341854,Etna Sofa Side Table (Black),Furniture,3,0,0,N,Y,Three Stars,2015-09-04,stars functional lightweight ordered attached,"['NEGATIVE', 0.995552122592926]",NEGATIVE,0.995552122592926,"['lightweight', 'stars', 'functional']",8,2015
US,12546512,R2OM7LJ7CY084O,B007EEG7M0,336731383,"Range Kleen SS2 Double Step Stool, Gray",Furniture,5,0,1,N,Y,Five Stars,2015-09-05,stars love stools perfect toddler order,"['POSITIVE', 0.9985451698303223]",POSITIVE,0.9985451698303224,"['stools', 'toddler', 'stars']",8,2015
US,5395378,R1ZG4UWGK123C3,B004LQ1RJ2,999119538,Signature Sleep Contour 8 Inch Independently Encased Coil Mattress with Low VOC CertiPUR-US Certified Foam,Furniture,5,0,0,N,Y,Five Stars,2015-08-11,stars comfortable,"['POSITIVE', 0.9998729228973389]",POSITIVE,0.9998729228973388,"['comfortable', 'stars']",8,2015
US,34857314,R1ZOEOSEMAITN6,B000RPVKPC,269111919,Coaster Home Furnishings  5 Piece Modern Transitional Square Counter Height Dining Set - Cappuccino,Furniture,5,0,0,N,Y,Five Stars,2015-08-12,stars love easy assembly nice quality great table price,"['POSITIVE', 0.9998759031295776]",POSITIVE,0.9998759031295776,"['table', 'assembly', 'quality']",8,2015
US,26511421,R38HR07J1KN5TE,B009QDA1LA,119886213,Universal Bed Slats Center Support System Adjustable Tubular Steel with 4 Legs,Furniture,5,0,0,N,Y,Very sturdy,2015-08-01,sturdy rescued son s bed floor easy install legs support wooden slats did happy thank,"['POSITIVE', 0.9965448975563049]",POSITIVE,0.9965448975563048,"['sturdy', 'slats', 'wooden']",8,2015
US,16003911,R2H0KEDDT8GYB,B0063GICPU,222554214,Air Dream Replacement Air Chamber Full,Furniture,5,0,0,N,Y,Five Stars,2015-08-22,stars replacement blow husband loves air mattress,"['POSITIVE', 0.9979254007339478]",POSITIVE,0.9979254007339478,"['mattress', 'air', 'rv']",8,2015
US,53046326,R1ACBDB2E2K2VQ,B00H8I4C0Q,307258068,"DHP 3246198 Bombay Metal Bed, Full, White",Furniture,2,1,1,N,Y,Not for every day use. Support leg underneath bent ...,2015-08-25,day use support leg underneath bent day use support leg underneath bent just weeks normal sized teenager maybe okay small child,"['NEGATIVE', 0.9874163866043091]",NEGATIVE,0.9874163866043092,"['child', 'leg', 'teenager']",8,2015
US,28540301,R2JXCWADAWWAUJ,B00R6OX5MS,63984799,Sleep Master BiFold Box Spring Folding Mattress Foundation,Furniture,1,1,4,N,Y,One Star,2015-08-31,star saggy mattress,"['NEGATIVE', 0.9994737505912781]",NEGATIVE,0.999473750591278,"['mattress', 'saggy', 'star']",8,2015
US,52982007,R3F3L13BN326E1,B00M0O4GAO,183101067,"Flex Form Lucia Platform Bed, Full",Furniture,5,1,1,N,Y,Very happy with this frame,2015-08-10,happy frame nice frame easy set looks nice,"['POSITIVE', 0.9998708963394165]",POSITIVE,0.9998708963394164,"['frame', 'set', 'fairly']",8,2015
US,12385500,RNBU6YSRIYWFN,B005A4OP8Y,999119538,Signature Sleep Contour 8 Inch Independently Encased Coil Mattress with Low VOC CertiPUR-US Certified Foam,Furniture,5,0,0,N,Y,Finding this item on Amazon with Free Shipping was perfect! Easy to get upstair and unwrapped - The ...,2015-08-08,finding item amazon free shipping perfect easy upstair unwrapped truck contemplated queen size mattress home daughter needed new bed frame finding item amazon free shipping perfect easy upstair unwrapped mattress comfort excellent price beat town best purchase,"['POSITIVE', 0.9994831085205078]",POSITIVE,0.9994831085205078,"['mattress', 'bed', 'truck']",8,2015
US,15775828,RNFD1XU24UJSE,B00SA6DT36,111245804,Red Color Modern Circles Design Area Rug,Furniture,3,0,0,N,Y,not as cushion-y as I would have liked but it's okay,2015-08-01,cushion y liked s okay s right size padding really cushion y liked s okay,"['POSITIVE', 0.9908320307731628]",POSITIVE,0.9908320307731628,"['cushion', 'padding', 'size']",8,2015
US,6851307,R3KMK2518BXF1A,B00166DUSG,226363481,Walker Edison Soreno 3-Piece Corner Desk,Furniture,5,0,0,N,Y,Great buy!!,2015-08-31,great buy absolute steal desk cheap awesome love great use space,"['POSITIVE', 0.9997697472572327]",POSITIVE,0.9997697472572328,"['desk', 'cheap', 'buy']",8,2015
US,15227445,R1S6KLPH4K9TV8,B000M5QW96,160443433,Jewel Tone Red Southwestern Rug,Furniture,1,2,2,N,Y,but the center image was well off-center and looked pretty awful.,2015-08-03,center image center looked pretty awful did design match photo center image center looked pretty awful,"['NEGATIVE', 0.9995461106300354]",NEGATIVE,0.9995461106300354,"['design', 'center', 'image']",8,2015
US,27465660,R3E9HAPICMCC96,B001G0NNX4,67553280,"South Shore Furniture, Little Treasures Collection, Night Table, Country Pine",Furniture,4,1,1,N,Y,... forever to put together for small table but I love the look of it,2015-08-06,forever small table love look took forever small table love look holes nt pre drilled little challenge work bought set headboard stand dresser sons room happy purchase,"['POSITIVE', 0.999772846698761]",POSITIVE,0.999772846698761,"['table', 'headboard', 'dresser']",8,2015
US,7502102,R1OKOOJ8161SDN,B004XYNDO4,933322315,"Winsome Wood Assembled 30-Inch Swivel Stools, Set of 2",Furniture,2,0,0,N,Y,Two Stars,2015-08-10,stars uncomfortable hurt butt edge cuts hamstring sitting minutes,"['NEGATIVE', 0.9975833892822266]",NEGATIVE,0.9975833892822266,"['stars', 'sitting', 'uncomfortable']",8,2015
US,42392807,RX462TJGGWPFC,B004773CLQ,782788746,SEI Navarra Wall Mount Wine Rack,Furniture,1,0,1,N,Y,One Star,2015-08-19,star low quality ordered dings dents pore packaging metal returned,"['NEGATIVE', 0.9992091059684753]",NEGATIVE,0.9992091059684752,"['star', 'dents', 'quality']",8,2015
US,10949798,R2DMFLPCQ217O4,B00FA7RO16,236744938,Liora Manne Water Whimsy Sea Maid Rug,Furniture,5,1,1,N,Y,Five Stars,2015-08-05,stars gift granddaughter entrance bedroom loves,"['POSITIVE', 0.9998717308044434]",POSITIVE,0.9998717308044434,"['bedroom', 'gift', 'granddaughter']",8,2015
US,15976009,R2AA2VTIZHDSR4,B005A4OP8Y,999119538,Signature Sleep Contour 8 Inch Independently Encased Coil Mattress with Low VOC CertiPUR-US Certified Foam,Furniture,5,0,0,N,Y,Comfortable and affordable,2015-08-03,comfortable affordable great affordable firm comfortable mattress,"['POSITIVE', 0.9994230270385742]",POSITIVE,0.9994230270385742,"['mattress', 'comfortable', 'affordable']",8,2015
US,325884,R2HRECN4UIO8OV,B005HSGQT4,898748170,Coaster Furniture Cappuccino and Glass Accent Table,Furniture,5,0,0,N,Y,Five Stars,2015-08-23,stars great table liked bought,"['POSITIVE', 0.99978107213974]",POSITIVE,0.99978107213974,"['table', 'stars', 'liked']",8,2015
US,20833625,R2V5FJQ2ELK9VW,B004LQ1RGA,640532885,"DHP 6 inch Coil Futon Mattress with CertiPUR-US certified foam, Merlot",Furniture,5,0,0,N,Y,Best futon mattress I have ever used,2015-08-30,best futon mattress used best futon mattress used feeling bars slats did buy cover like pick lint dust easily cats like scratch,"['POSITIVE', 0.9300743937492371]",POSITIVE,0.9300743937492372,"['futon', 'mattress', 'slats']",8,2015
US,107621,RZ7WGMI4A9J0T,B00DOZTKH2,94433287,"Cosco ABS Top Folding Table, 34-Inch",Furniture,3,0,0,N,Y,i purchased this table for studying. But it turns ...,2015-08-01,purchased table studying turns purchased table studying turns shakybr ok read write code table bad,"['POSITIVE', 0.9925665855407715]",POSITIVE,0.9925665855407716,"['table', 'shaky', 'studying']",8,2015
US,48887603,R2MFXUKG149TNB,B00KZZPP1O,526166312,TransDeco TD655B Multi-Function TV Stand with Universal Mount and Caster for 40-80-Inch LCD/LED TV,Furniture,5,0,0,N,Y,Great stand! Material is very nice,2015-08-08,great stand material nice great standbr material nice complaints,"['POSITIVE', 0.9998487234115601]",POSITIVE,0.99984872341156,"['stand', 'material', 'complaints']",8,2015
US,31158958,R2RNOMSQ6ST1FK,B0015VBSL8,72125943,Leggett & Platt Fashion Bed Group Murray Platform Bed,Furniture,2,0,0,N,Y,Love the look,2015-08-03,look look disappointed holes drilled hardware worked expected,"['NEGATIVE', 0.9992368221282959]",NEGATIVE,0.999236822128296,"['drilled', 'holes', 'disappointed']",8,2015
US,44745940,R3U5GALFDYXNHB,B00WTSJ9KS,125800997,New City Contemporary Black Brown and Beige Modern Wavy Circles Wool Area Rug 1030,Furniture,5,0,0,N,Y,Exactly like the picture,2015-08-21,exactly like picture fast shipping exactly like picture looks great living room,"['POSITIVE', 0.9994615912437439]",POSITIVE,0.999461591243744,"['shipping', 'picture', 'fast']",8,2015
US,12676720,R16EN0Q024AUH2,B00BSP45LG,272149009,PU Leather Office Chair,Furniture,5,0,0,N,Y,Serious Use for This Chair,2015-08-13,use chair bought chair security gate house main concern comfort chair used comfort nt disappointed aspect easy took minutes completely hassle issue arms getting loose need retighten day chair great,"['POSITIVE', 0.9946873188018799]",POSITIVE,0.99468731880188,"['chair', 'comfort', 'security']",8,2015
US,22080876,R1FUAOSCFI43K,B002YD8E5O,209758807,Convenience Concepts Sheridan Faux Leather Storage Bench with 2 Side Ottomans,Furniture,5,0,0,N,Y,Works great in my living room especially with a 7 month ...,2015-08-21,works great living room especially month exactly thought wanted works great living room especially month old,"['POSITIVE', 0.9997677206993103]",POSITIVE,0.9997677206993104,"['room', 'works', 'living']",8,2015
US,1891334,R1HXED2OXNIWPF,B000CPI74O,141798347,"South Shore Furniture, Basic Collection, Queen Platform Bed with Moulding 60"", Natural Maple",Furniture,5,0,0,N,Y,nice product!,2015-08-24,nice product nice product,"['POSITIVE', 0.9998526573181152]",POSITIVE,0.9998526573181152,"['product', 'speechless', 'nice']",8,2015
US,4527413,R4ADADC1394DP,B00NF6FBZK,934395410,Strap-on Soft Chair Armrest Pads for Instant Elbow Comfort (2 Piece Set),Furniture,1,0,1,N,Y,One Star,2015-08-31,star elbow discomfort,"['NEGATIVE', 0.9934864044189453]",NEGATIVE,0.9934864044189452,"['elbow', 'star', 'discomfort']",8,2015
US,10441037,R2T27AWSEB5QH8,B012OYPPFE,219872121,Natural HomeLogic Laundry Detergent - 50 fl oz,Furniture,4,0,0,N,N,My laundry just smelled like clean clothes,2015-09-03,laundry just smelled like clean clothes concentrated smells okay scent does drying laundry just smelled like clean clothes fine kind defeats purpose jasmine scented laundry detergent cleans fine does nt cause allergic reactions packaging fine leaked bit shipping despite plastic bag,"['NEGATIVE', 0.982901930809021]",NEGATIVE,0.982901930809021,"['scent', 'detergent', 'scented']",8,2015
US,27716580,R1Z1J841LCCQ71,B00IFBG84I,144863251,"Gel Platinum by Abripedic 12"" Memory Foam Mattress",Furniture,5,0,0,N,N,and it is wonderful! With any new mattress I have bought,2015-08-19,wonderful new mattress bought just bought mattress wonderful new mattress bought takes days used mattress did used slept nite expensive expensive right wo nt wrong mattress,"['POSITIVE', 0.9977553486824036]",POSITIVE,0.9977553486824036,"['mattress', 'slept', 'new']",8,2015
US,182633,R30ITTOON06M7G,B003KY2KNI,768003809,Home Styles Kitchen Island,Furniture,4,2,2,N,Y,Not solid wood,2015-08-28,solid wood beautiful island solid wood consists pieces board think plastic inch think shelves particle board arrives boxes box consists drawers attached need attach leaf clear instructions did problem doors wanting close took hinges turned reattached door hinge upside pin going instead problem leaf level island drop wood hinge level,"['NEGATIVE', 0.997161865234375]",NEGATIVE,0.997161865234375,"['wood', 'shelves', 'pieces']",8,2015
US,18035003,R1KQT8686D55YO,B0051HDMES,8084666,Safavieh Miami Shag Collection SG351-1391 Shag Area Rug,Furniture,5,3,3,N,Y,Unique pretty rug,2015-09-04,unique pretty rug rug kind unique looking combines couple different rug materials shag berber present contemporary interesting look soft colors true picture nicely chocolate brown sectional neutral color room highly recommend,"['POSITIVE', 0.9998252987861633]",POSITIVE,0.9998252987861632,"['rug', 'pretty', 'colors']",8,2015
US,2522431,R3UYQPNKADBZC2,B00OIQHXI4,370206583,Modway Tinble Queen Upholstered Linen Headboard in Gray,Furniture,5,4,4,N,N,I love it - i was hesitant about ordering this online ...,2015-08-08,love hesitant ordering online love hesitant ordering online material quality fabric perfect gray blue just looking,"['POSITIVE', 0.9995905756950378]",POSITIVE,0.9995905756950378,"['fabric', 'blue', 'gray']",8,2015
US,1832140,R1R1DHQW21Q2IH,B00GYK76QQ,391485890,"Faux Marble Lift Top Coffee Table, Espresso",Furniture,4,1,1,N,Y,I like it,2015-08-16,like cute table easy assembly picture true matched perfectly,"['POSITIVE', 0.9998075366020203]",POSITIVE,0.9998075366020204,"['table', 'assembly', 'matched']",8,2015
US,12807597,R296JGFQ7KX8N5,B004HITCXC,36097104,"Bed Claw #10 Hook Plates for Wooden Beds, Set of 4",Furniture,5,0,0,N,Y,Easy to use for replacements.,2015-08-28,easy use replacements went perfectly event fit older bed frame,"['POSITIVE', 0.7978193759918213]",POSITIVE,0.7978193759918213,"['replacements', 'frame', 'bed']",8,2015
US,17486744,R386HH4FEI4N80,B0040IA8AK,492646266,Coaster Furniture Glass Top 3 Piece Matrix Coffee Table Set - Black,Furniture,5,0,0,N,Y,Five Stars,2015-09-05,stars difficult assemble,"['NEGATIVE', 0.9996337890625]",NEGATIVE,0.9996337890625,"['assemble', 'difficult', 'stars']",8,2015
US,48735596,R2YJ4I05J9SF9S,B006MISZOC,941823468,"Zinus SC-SBBK-14NT-FR Smartbase Bed Frame Metal, Narrow Twin",Furniture,5,0,0,N,Y,Thumbs up!,2015-08-10,thumbs works great super easy happy,"['POSITIVE', 0.9998766183853149]",POSITIVE,0.9998766183853148,"['thumbs', 'great', 'happy']",8,2015
US,2742047,R301PY8K04O2LF,B001ANEUP2,793326294,"Hillsdale Carolina Headboard, Twin, White",Furniture,4,0,0,N,Y,Four Stars,2015-08-04,stars like,"['POSITIVE', 0.999870777130127]",POSITIVE,0.999870777130127,"['stars', 'like']",8,2015
US,1147207,R27YWTUD12RH3Z,B0094G36TI,713373926,"Winsome Obsidian Pub Table Round Black Mdf Top with Black Leg And Base - 23.7-Inch Top, 39.76-Inch Height",Furniture,5,0,0,N,Y,Five Stars,2015-08-17,stars advertised perfect bar stools,"['POSITIVE', 0.9996640682220459]",POSITIVE,0.999664068222046,"['stools', 'bar', 'stars']",8,2015
US,10231962,R2ZMSLCBX6DWFS,B0030NS9BG,951634282,"Leick Riley Holliday Corner TV Stand, 46-Inch, Burnished Oak",Furniture,5,0,0,N,Y,Looks better than expected.,2015-08-31,looks better expected fits tv room perfectly,"['POSITIVE', 0.9998237490653992]",POSITIVE,0.9998237490653992,"['looks', 'tv', 'room']",8,2015
US,47013181,R2YDBYVBPFHRJ4,B00YFECDXY,430022153,Modern Circles Area Rug,Furniture,4,0,0,N,Y,Four Stars,2015-09-01,stars beautiful,"['POSITIVE', 0.9998849630355835]",POSITIVE,0.9998849630355836,"['stars', 'beautiful']",8,2015
US,4870976,R1ES6HCVHT0H52,B00TW0N2VI,588096592,Generations New Contemporary Panal and Diamonds Beige Navy Coral Blue Grey Modern Area Rug Rugs 8036,Furniture,4,0,0,N,Y,Good purchase for the price,2015-08-16,good purchase price decent quality best ve seen totally worth price colour little darker s shown picture,"['POSITIVE', 0.999510645866394]",POSITIVE,0.999510645866394,"['turkey', 'quality', 'colour']",8,2015
US,51480990,R3IW7MQW98YTSE,B00NNKC6VK,27048962,"Poundex Bobkona Atlantic Faux Leather 2-Piece Sectional Sofa with Functional Armrest and Back Support, Black",Furniture,4,0,0,N,Y,Good purchase,2015-08-10,good purchase s exactly expected easy ve got power drill couch firm far s sturdy definitely worth price,"['POSITIVE', 0.9992403984069824]",POSITIVE,0.9992403984069824,"['couch', 'assembly', 'sturdy']",8,2015
US,1896062,R3OGL5Z4FY1NYI,B00EUU5JZ2,83612510,Serta RTA Copenhagen Collection Loveseat,Furniture,2,0,1,N,Y,Two Stars,2015-08-03,stars small,"['NEGATIVE', 0.9733033776283264]",NEGATIVE,0.9733033776283264,"['stars', 'small']",8,2015
US,13704658,R2KMFITPT33634,B000KK7Y3Q,478396916,"1 X Unique 72"" High LEANING LADDER STYLE MAGAZINE / BOOK SHELF on Black Finish",Furniture,4,0,0,N,Y,Four Stars,2015-09-05,stars looks great stable,"['NEGATIVE', 0.997946560382843]",NEGATIVE,0.997946560382843,"['stable', 'stars', 'looks']",8,2015
US,46447787,RI415LQ120WSY,B003AO0D64,476570149,Linon Simon Club Chair,Furniture,5,15,15,N,Y,Love These !!,2015-08-30,love comfortable love does family friends come buy happen just feel price ca nt wrong,"['POSITIVE', 0.9998688697814941]",POSITIVE,0.999868869781494,"['comfortable', 'feel', 'family']",8,2015
US,15128968,R4ZSJN8LK862T,B005G5RZIY,382367578,Sleep Master Ultima Comfort Memory Foam 6 Inch Mattress,Furniture,5,0,0,N,Y,This made my crappy mattress feel like a glorious cloud,2015-08-17,crappy mattress feel like glorious cloud crappy mattress feel like glorious cloud guest bed slept remarked amazingly comfortable perfection,"['POSITIVE', 0.9996883869171143]",POSITIVE,0.9996883869171144,"['mattress', 'bed', 'cloud']",8,2015
US,21909221,R1MVZE20ABNTED,B00EWIVAIC,593905405,"Koyal Wholesale Acrylic Beaded Panel Diamond Cut Curtain, 3-Feet by 6-Feet, Red",Furniture,4,2,2,N,Y,Jazz up your doorways!,2015-08-22,jazz doorways loved lots sparkle came attached really nice sturdy rod did nt hooks come biggy handy thing room string beads make little bit fuller really loved makes closet look jazzy,"['POSITIVE', 0.9983720183372498]",POSITIVE,0.9983720183372498,"['hooks', 'doorways', 'closet']",8,2015
US,10856907,R98RDZ1E9LPBP,B00BUHWGT0,565928619,Safavieh Courtyard Collection CY6916-268 Navy and Beige Indoor/ Outdoor Area Rug,Furniture,4,0,0,N,Y,very happy with this purchase,2015-08-18,happy purchase exactly expected wanted happy purchase looks great living room,"['POSITIVE', 0.9998776912689209]",POSITIVE,0.9998776912689208,"['room', 'happy', 'looks']",8,2015
US,29454112,R2AGK497STCEUH,B001JJBGCW,80788419,"South Shore Furniture, Sand Castle Collection, Double Dresser",Furniture,1,0,0,N,Y,Why didn't I read the reviews?,2015-08-23,did nt read reviews worst purchases ve drawers chipped directions poorly represented pictures premarked holes areas need nails screw holes drawers nt line leading frustration misaligned construction d better ikea furniture wind doing just expensive item curb,"['NEGATIVE', 0.999657392501831]",NEGATIVE,0.999657392501831,"['reviews', 'drawers', 'furniture']",8,2015
US,29514380,R1NWGNA24EB9S2,B0061WH9WS,80913687,Boss Traditional Oxblood Vinyl Guest Chair with Mahogany Finish,Furniture,5,0,0,N,Y,Five Stars,2015-08-06,stars shines like crazy,"['POSITIVE', 0.9997630715370178]",POSITIVE,0.9997630715370178,"['vinyl', 'stars', 'shines']",8,2015
