,Week,date_ingested,platform,Customer Name,product_parent,product_id,star_rating,review_body,Review Link,verified_purchase,tags,review_date
26,1,04/01/23,Amazon,Amazon Customer,EW Furniture,Wardrobe,1,"Wakefit support is really pathetic, they even don't know where the order is and who is going to deliver it. They don't even share the contact details of their delivery person. You will have to wait for whole day expecting a call and end of the day, they reschedule the delivery. If pre sale support is so bad, not sure what would happen in after sale support. Had to initiate the return as I don't want the risk.",https://www.amazon.in/gp/customer-reviews/REHUT78OIL10C/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B097PQKS77,Y,"['wakefit', 'support', 'pre']",2022-12-31
27,1,04/01/23,Amazon,Abi R.,EW Furniture,Office chair,1,"I would suggest not to buy with this product, at 6K you would get very good product than Wakefit chair, coming to Wakefit service its horrible, after 12 business days as well defective product issue not resolved yet.",https://www.amazon.in/gp/customer-reviews/RHNRF0LXWPDOB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B31LXWRD,Y,"['wakefit', '6k', 'chair']",2023-01-02
28,1,04/01/23,Amazon,Associate MedGears And Textile Solutions,Accessories,Towels,1,"Very poor quality product, High lint discharging after each wash. Spoiled another garments as well. Poor quality yarn has been used. Tell me what to do? I wish to return both the towels.",https://www.amazon.in/gp/customer-reviews/R1L01XHHC58D1B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B2PKHL33,Y,"['towels', 'lint', 'wash']",2023-01-01
29,1,04/01/23,Flipkart,"Sambit Jena Certified Buyer, Baleshwar",Mattress,OMF,1,The mattress is very soft. It is constantly giving back pain. Please think twice before buying this.,https://www.flipkart.com/reviews/BEMFGWF5HGNPNGAK:1841?reviewId=8aa66184-2e45-44b6-a7d2-29014f31f10d,Y,"['mattress', 'soft', 'pain']",2023-01-03
30,1,04/01/23,Flipkart,"Manpreet kour Bagal Certified Buyer, Visakhapatnam",Mattress,OMF,1,Dad quality Heating,https://www.flipkart.com/reviews/BEMFGWE4KJ9DV9FC:158?reviewId=1615881d-352a-401f-880c-8b8d1a62f4f9,Y,"['heating', 'dad', 'quality']",2023-01-03
31,1,04/01/23,Flipkart,"Gajanan Wantaram Certified Buyer, Kolhapur",Mattress,Dual Comfort,2,Not as expected.,https://www.flipkart.com/reviews/BEMFGEH5GNS8GXRU:221?reviewId=32bbdb7a-a67d-4cca-ab65-a679ed72be21,Y,['expected'],2023-01-03
32,1,04/01/23,Flipkart,"Gnana Prakash Certified Buyer, Bengaluru",Mattress,Latex Mattress,1,Started to get back pain after using this product,https://www.flipkart.com/reviews/BEMGF44UGG9JUBAN:44?reviewId=c59e8e22-72b9-4110-9f83-606d42c8cd9a,Y,"['pain', 'product', 'using']",2023-01-04
33,1,04/01/23,Flipkart,"Amit Shrestra Certified Buyer, Bengaluru",EW Furniture,Office chair,1,This chair is not at all comfortable,https://www.flipkart.com/reviews/OSCGEWPTSNZ3NVHA:58?reviewId=01f293af-5499-4bdb-9851-968314da2057,Y,"['comfortable', 'chair']",2023-01-03
34,1,05/01/23,Amazon,prasanthi,Mattress,OMF,1,First few days it was very comfortable but then back pain started. I won't recommend this memory foam mattress .,https://www.amazon.in/gp/customer-reviews/RFSY99W5DSKF7?ref=pf_vv_at_pdctrvw_srp,Y,"['comfortable', 'mattress', 'foam']",2023-01-03
35,1,05/01/23,Amazon,Ron1,Mattress,Latex Mattress,1,"The mattress is causing lower back pain, there is consistent lower back pain, we are facing. The issue of back pain was never there before using this mattress. This is the only reason for lower rating and dissatisfaction with this mattress.",https://www.amazon.in/gp/customer-reviews/RWK7VLVTV6TRH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08X9YKMX5,Y,"['mattress', 'pain', 'lower']",2023-01-02
36,1,05/01/23,Amazon,Raj Paul,Mattress,Elevate Spring,1,The delivery was not made properly the product got delivered in a wrong position and was defective,https://www.amazon.in/gp/customer-reviews/R1VW79UZMJU2G7?ref=pf_vv_at_pdctrvw_srp,Y,"['defective', 'delivery', 'product']",2022-12-28
37,1,05/01/23,Amazon,Akash Kumar,EW Furniture,Taurus,1,"Scary experience - Big NO! do not buy!
 One day while sleeping, with little movement, imaging you fall and get injured.
 Thats what happened with me. Support teams knows a line, wood A is not covered in policy only wood B is covered. And even with that its been a week now of daily complain but they just ask for additional 1-2days to help me with even paid repair while being in warranty. Complain Id - [wakefit-1258672]",https://www.amazon.in/gp/customer-reviews/R3KNBIPP9QLW5E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08Q8DJRP1,Y,"['wakefit', 'warranty', 'covered']",2023-01-04
38,1,05/01/23,Amazon,Sahil Rajiv Shahi,EW Furniture,Leo,3,I'm satisfied but could have been better tbh.,https://www.amazon.in/gp/customer-reviews/R3EL9NO9XSB3XX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08Q8DJRP1,Y,"['satisfied', 'better', 'tbh']",2023-01-03
39,1,05/01/23,Amazon,Kindle Reader,EW Furniture,Study Table,3,"Good leg room but difficult to assemble - screw holes were not properly aligned, instructions are not in detail, and one leg rubber was missing. It's good for basic use but not for sturdy use.",https://www.amazon.in/gp/customer-reviews/R1NUNTIKOCRVCT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08QH1KB8T,Y,"['leg', 'sturdy', 'room']",2023-01-03
40,1,05/01/23,Amazon,Divya Agarwal,Sofa,Sofa,3,Delivery guy asked for extra money for delivering the sofa.,https://www.amazon.in/gp/customer-reviews/R2Q24OSZZ9TSYI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08QNCQG1L,Y,"['delivery', 'sofa', 'delivering']",2023-01-03
41,1,05/01/23,Amazon,Dhaval Sampat,Accessories,Bedsheet,1,Discoloration and color fading happens after 1st wash only. Pls don’t buy.,https://www.amazon.in/gp/customer-reviews/R2HUJR2FJ8J2F0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B095NZ39SM,Y,"['discoloration', 'wash', 'color']",2023-01-03
42,1,05/01/23,Amazon,Aashrith,Accessories,Bean Bag,2,"Bought this product, thinking that wakefit will provide a complete product with bean bag and beans
 But received only 1kg beans for XXXL size which is too low as we have to buy additional 2kg to use the bean bag which is worth 1000+
 
 So the product would cost you 3500 which is high when compared to other bags with same quality and size",https://www.amazon.in/gp/customer-reviews/R1V40UZQZ1LMNM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B4KGFQ1L,Y,"['bean', 'beans', 'bags']",2023-01-02
43,1,05/01/23,Flipkart,"101himanshu 303maurya Certified Buyer, Faizabad",Mattress,OMF,3,Mattress is so slippery for bedsheet,https://www.flipkart.com/reviews/BEMFGWE33EQ84GDG:772?reviewId=62158426-2e1f-400c-8b29-7b7ed430e888,Y,"['bedsheet', 'mattress', 'slippery']",2023-01-03
44,1,06/01/23,Amazon,Soumya Prabhu,Mattress,OMF,1,It gives you sleepless nights .worst quality foam..don't ever buy this. I'm writing it after buying one year .I thought it is worth of buying but not long lasting only good for initial days,https://www.amazon.in/gp/customer-reviews/R3IXVYPFHMVG2Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00RAEWGVA,Y,"['foam', 'sleepless', 'nights']",2023-01-03
45,1,06/01/23,Amazon,V M Joshi,Mattress,Dual Comfort,1,"Amazon and sellers playing game with me for replacement , in between i am customer become worried .",https://www.amazon.in/gp/customer-reviews/R1XIQQA2EOVIZS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00RACAX12,Y,"['customer', 'replacement', 'sellers']",2023-01-05
46,1,06/01/23,Amazon,Mukesh Singh,Accessories,Pillows,1,Very poor quality pillows waste of money 😡😡😡😔😔,https://www.amazon.in/gp/customer-reviews/R3JMAJ2QTOK4WW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07L6GZYDV,Y,"['pillows', 'quality', 'waste']",2023-01-04
47,1,06/01/23,Amazon,Amazon Customer,Accessories,Pillows,2,"I have been using this pillow from past 3 years. Initially the pillows were awesome, later on pillow has become soft, and uncomfortable to use. I got neck pain due to this.",https://www.amazon.in/gp/customer-reviews/R2I1K3CICBG8MS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07L6GZYDV,Y,"['pillow', 'pillows', 'neck']",2023-01-03
48,1,06/01/23,Amazon,Anil,Accessories,Bedsheet,3,,https://www.amazon.in/gp/customer-reviews/R1V0R4DY5S8Z62/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B09VT3NJ3W,Y,['nan'],2023-01-03
49,1,06/01/23,Amazon,harish katta,HW Furniture,Sheesham Bed,3,Not bad but need to improve MFD boards quality. Head board is also not that strong. Need to be careful for long run of the product. Not recommend for familys with naughty kids.,https://www.amazon.in/gp/customer-reviews/R2W601JZ056QT1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0969S89NW,Y,"['board', 'boards', 'quality']",2023-01-04
50,1,06/01/23,Flipkart,"sailendra panda Certified Buyer, Bengaluru",Mattress,OMF,1,This will start severe back pain. Not at all recommended.,https://www.flipkart.com/reviews/BEMFGWE6NPK2FWUG:1271?reviewId=9d7b0fb9-aea4-4476-859a-3f0465883825,Y,"['pain', 'severe', 'start']",2023-01-05
51,1,06/01/23,Flipkart,"P siba kumar Patro Certified Buyer, Kullada",Mattress,Dual Comfort,1,Worst product ever.. don't buy,https://www.flipkart.com/reviews/BEMFGEH5ZJS8M2HD:456?reviewId=90202dc3-e0b0-4ac9-865a-7b84989f43b9,Y,"['product', 'worst', 'buy']",2023-01-05
52,1,06/01/23,Flipkart,"satish kumar Certified Buyer, Hyderabad",EW Furniture,Coffee Table,1,Size is very very very Big didn't liked product,https://www.flipkart.com/reviews/CFTG37KJ6QVXV6BQ:93?reviewId=9506fac8-9c8a-4869-af17-30f96acd33e3,Y,"['size', 'big', 'product']",2023-01-05
53,1,06/01/23,Flipkart,"Mrinal Kanti Show Certified Buyer, Hyderabad",EW Furniture,Coffee Table,1,Not good..,https://www.flipkart.com/reviews/CFTG37KJ6QVXV6BQ:88?reviewId=d5188d13-6bb2-4b66-9196-ace4d1ca7493,Y,['good'],2022-12-20
54,1,07/01/23,Amazon,Indu Chaudhary,Mattress,OMF,3,Please provide support mattresses,https://www.amazon.in/gp/customer-reviews/R1NOEZF908UM2L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00RAEWGVA,Y,"['mattresses', 'support', 'provide']",2023-01-05
55,1,07/01/23,Amazon,Marching Pixels,Mattress,OMF,1,"Purchased wakefit mattress august 22... after 4 months of struggle with the mattress and trying all possible way to find some sort comfort forget sound sleep... I'm writing this review...
 
 As product mentioned its a orthopedic mattress but I can surly say from my experience you need to see a orthopedician for your back pain. Its worst product ever used I have been through horrible nights struggling with the mattress, after 10 15 days of use mattress became so soft that it can hardly give you comfort in any position & discomfort increases on a daily basis, It gives acute pain on lower back and i feel like falling off if come any where near to the edges of the mattress. mattress simply can not hold the weight of 65kg person God knows what will happen with heavier people because of its softness you feel like your body is in waveform.
 
 We tried every possible way, rotating position of the mattress, flipping up side down in hope of getting some harmony with the mattress but nothing worked product will give discomfort and pain in all possible way.
 
 @wakefit its a genuine opinion from a buyer do your R&D all over again at present stage your product is in horrible condition, I will throw away this wakefit mattress in garbage right away.",https://www.amazon.in/gp/customer-reviews/R1GWLCDILP54VL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00RAEWGVA,Y,"['mattress', 'wakefit', 'softness']",2023-01-05
56,1,07/01/23,Amazon,FI,Mattress,OMF,1,"Used and re-packed mattresses were delivered both times. otherwise good. So I'm thinking to stop further purchases from wakefit, especially mattresses.",https://www.amazon.in/gp/customer-reviews/R2PA7MT3110Y9C/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00RAEWGVA,N,"['mattresses', 'delivered', 'packed']",2023-01-04
57,1,07/01/23,Amazon,Mohini,Mattress,Dual Comfort,1,"Pathetic experience. The support of both wakefir & Amazon was bad in this case, the dimensions of the mattress weren't correct for mt bed & it is taking forever to raise a return request as there is absolutely poor level of co-ordination between wakefit & Amazon and you need to constantly follow up with both teams. Waiting for my product to be picked up yet.",https://www.amazon.in/gp/customer-reviews/RC89WHKKSKKGH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00RACAX12,Y,"['mattress', 'wakefit', 'wakefir']",2023-01-05
58,1,07/01/23,Amazon,Chaitany,EW Furniture,Office chair,2,"Most of the parts are of plastic and that is also not much sterdy.
 Colour of plastic is also vanishing using after few weeks.
 Cushion for the seat is also not much confortable and long lasting.
 It's good for casula seating but not for long hours of work.",https://www.amazon.in/gp/customer-reviews/R3B9V5AH9NQ5A4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B31LXWRD,Y,"['plastic', 'parts', 'cushion']",2023-01-04
59,1,07/01/23,Amazon,Akshay - Eveeta,Accessories,Pillows,2,The customer service team of this brand calls and forces you to give 4 star rating. Why should I give 4 star if my experience hasn’t been good enough. You can’t force customers like this!,https://www.amazon.in/gp/customer-reviews/R28CF8CFJ8TFWH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B5QPGJFS,Y,"['rating', 'customer', 'customers']",2023-01-05
60,1,07/01/23,Amazon,Subhasis Padhy,Accessories,Pillows,2,Causes neck pain,https://www.amazon.in/gp/customer-reviews/R2ES0NN407CCWK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08T65ZNDV,Y,"['neck', 'pain', 'causes']",2023-01-05
61,1,07/01/23,Amazon,Dinesh Borana,Accessories,Mattress Protector,2,It feels like plastic not like cotton as mentioned in item details. So thin.,https://www.amazon.in/gp/customer-reviews/R3HYRZQ9CIJ6IP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B01GPY5UF4,Y,"['cotton', 'plastic', 'feels']",2023-01-05
62,1,07/01/23,Amazon,Hakeem,Accessories,Mattress Protector,3,Heating is toooo hot,https://www.amazon.in/gp/customer-reviews/R5NB3EVM0G3SP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01GPY5UF4,Y,"['heating', 'hot', 'toooo']",2023-01-03
63,1,07/01/23,Amazon,Neelam Rathore,Accessories,Comforter,1,I want to return this but app not working please help,https://www.amazon.in/gp/customer-reviews/RSFUV4UMWYIJT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07MP2R3XZ,Y,"['return', 'app', 'help']",2023-01-05
64,1,07/01/23,Flipkart,"Srinu Paddireddy Certified Buyer, Hyderabad",Mattress,OMF,3,Ok,https://www.flipkart.com/reviews/BEMFGWE33EQ84GDG:778?reviewId=0901f81c-de60-4471-be2f-14affbfbcf95,Y,['ok'],2023-01-07
65,1,07/01/23,Flipkart,"gowri K Certified Buyer, Chittoor District",Mattress,Elevate Spring,3,Discomfort on corners,https://www.flipkart.com/reviews/BEMGDZ9Y8HZYZZZB:31?reviewId=1077a2f7-ada0-49e7-abb1-3cdca6129a01,Y,"['corners', 'discomfort']",2023-01-05
66,1,07/01/23,Amazon,PIYUSH KUMAR,HW Furniture,Sheesham Bed,1,Seesham wood and ply both quality very poor. Please replace it. As per your terms and conditions of 3 Yeats warranty on sheesham part,https://www.amazon.in/gp/customer-reviews/R32JA13QQCM50Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07ZXZ84NS,Y,"['wood', 'warranty', 'ply']",2022-12-15
67,2,09/01/23,Amazon,Vivek Suryawanshi,Mattress,OMF,1,"Body get haevy in the morning after woke up. Initially it was firm, slowly the firmness is loosing by matress, Genearte Heat when we sleep at a same plac on matress, Service from wakefit delayed. Wakefit is not a good choice. Good to go with local matress. Amazon block wakefit otherwise you will loose fame in the market because this type of Vendors. Fake matress by Wakefit.",https://www.amazon.in/gp/customer-reviews/R1K8M1E2UP50UT?ref=pf_vv_at_pdctrvw_srp,Y,"['wakefit', 'firmness', 'woke']",2023-01-06
68,2,09/01/23,Amazon,vasu,Mattress,OMF,1,I’m satisfied,https://www.amazon.in/gp/customer-reviews/R34HFFG4Q1LREA?ref=pf_vv_at_pdctrvw_srp,Y,['satisfied'],2023-01-06
69,2,09/01/23,Amazon,Mohd shahnawaz,Mattress,OMF,1,"On wakefit app it shows you can return inn100 days but on Amazon it's doesn't allow you to return. Atleast I could have changed with something I am looking for.
 Very soft. Doesn't full fill my purpose",https://www.amazon.in/gp/customer-reviews/R2A6PA1DK0WR5V?ref=pf_vv_at_pdctrvw_srp,Y,"['wakefit', 'return', 'inn100']",2023-01-06
70,2,09/01/23,Amazon,suraj,Mattress,Dual Comfort,2,"It's ok type products
 Not upto the mark
 It needs to be more soft
 Not recommemdable.
 Very ordinary
 Needs product improvement",https://www.amazon.in/gp/customer-reviews/R1USPLBBFOL8OE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B00RACAX12,Y,"['product', 'products', 'soft']",2023-01-06
71,2,09/01/23,Amazon,Rohit Keshri,Mattress,Dual Comfort,3,This is just another mattress that you get in market. The price although has is on higher side as they market it like a world class product. This doesn’t even comes close to other great mattresses by Sleepwell at comparable prices.,https://www.amazon.in/gp/customer-reviews/R20UOCX7W9GL6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00RACAX12,Y,"['mattress', 'mattresses', 'price']",2023-01-07
72,2,09/01/23,Amazon,Krishnan,EW Furniture,Cosmo,1,Very bad experience with delivery and assembling PPL...door step delivery was denied and assembling is not done even after 4 days of delivery,https://www.amazon.in/gp/customer-reviews/RLZ0475SUHIWJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B08Q8DJRP1,Y,"['assembling', 'door', 'delivery']",2023-01-05
73,2,09/01/23,Amazon,Gauravjeet S.,EW Furniture,Taurus,2,"The bottom layer of storage is not attached to the bed, it is simply lying on ground and corners of floor are visible making the storage items irresistible to dust, water and insects. The lids of storage also are not attached to the bed, 2 people are required one to hold the mattress and other to hold the lid as there is no support. Disappointed with the product",https://www.amazon.in/gp/customer-reviews/R5LZC8OQT4X0O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08Q8DJRP1,Y,"['mattress', 'bed', 'storage']",2023-01-07
74,2,09/01/23,Amazon,Prakash,EW Furniture,Orion,1,This bed saying comes with storage but there is no storage also quality is not so good.,https://www.amazon.in/gp/customer-reviews/RI7CEM77RUKHV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B08Q8DJRP1,Y,"['storage', 'bed', 'quality']",2023-01-07
75,2,09/01/23,Amazon,Amazon Customer,EW Furniture,Office chair,1,"The head rest is designed and positioned very badly and causes neck pain. The lower back support cannot be fixed in proper position and not suitable for sitting long hours. Please consider buying other brands, this is pretty much useless.",https://www.amazon.in/gp/customer-reviews/R1E97MW77B1455/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B31LXWRD,Y,"['neck', 'head', 'sitting']",2023-01-06
